"Date","Open","High","Low","Close","Volume","ticker","name"
"2004-08-19 00:00:00-04:00","2.485360965611227","2.5862661295326324","2.384951630380579","2.4938106536865234","893181924","GOOGL","Alphabet Inc. (GOOGL) Historical Data"
"2004-08-20 00:00:00-04:00","2.5104628932638446","2.7110315236969487","2.4977872952760745","2.6918935775756836","456686856","GOOGL","Alphabet Inc. (GOOGL) Historical Data"
"2004-08-23 00:00:00-04:00","2.7525375775306387","2.8203875014498747","2.7102860551771575","2.718984842300415","365122512","GOOGL","Alphabet Inc. (GOOGL) Historical Data"
"2004-08-24 00:00:00-04:00","2.7647154583711613","2.773662870234697","2.574088252266053","2.6063973903656006","304946748","GOOGL","Alphabet Inc. (GOOGL) Historical Data"
"2004-08-25 00:00:00-04:00","2.6086348867034213","2.684189805691193","2.581793125982065","2.6344826221466064","183772044","GOOGL","Alphabet Inc. (GOOGL) Historical Data"
"2004-08-26 00:00:00-04:00","2.60838583681236","2.68294673867378","2.601178560794036","2.681952476501465","141897960","GOOGL","Alphabet Inc. (GOOGL) Historical Data"
"2004-08-27 00:00:00-04:00","2.6866748321607354","2.6995988192374147","2.6267780563057177","2.6382100582122803","124235640","GOOGL","Alphabet Inc. (GOOGL) Historical Data"
"2004-08-30 00:00:00-04:00","2.616588100800552","2.6218070888182226","2.5353167057037354","2.5353167057037354","103935960","GOOGL","Alphabet Inc. (GOOGL) Historical Data"
"2004-08-31 00:00:00-04:00","2.5425239402916113","2.577567238611209","2.5390448517878013","2.5442638397216797","98357544","GOOGL","Alphabet Inc. (GOOGL) Historical Data"
"2004-09-01 00:00:00-04:00","2.552465564286135","2.559176300998714","2.477159027048267","2.49157452583313","182765052","GOOGL","Alphabet Inc. (GOOGL) Historical Data"
"2004-09-02 00:00:00-04:00","2.4652290440784976","2.5442637601093905","2.4590157942667923","2.5228893756866455","302373324","GOOGL","Alphabet Inc. (GOOGL) Historical Data"
"2004-09-03 00:00:00-04:00","2.508971493970394","2.52860598002986","2.468459871825051","2.485609531402588","103048848","GOOGL","Alphabet Inc. (GOOGL) Historical Data"
"2004-09-07 00:00:00-04:00","2.510462955032275","2.5350682774881776","2.475668044635913","2.5246293544769287","116950932","GOOGL","Alphabet Inc. (GOOGL) Historical Data"
